Id,SceneRoadType,Note,Content
1104,,,CoinProp^-16.6* -0.7* 73.5^^^|CoinProp^-16.6* -0.7* 79.5^^^|CoinProp^-16.6* -0.7* 85.5^^^|CoinProp^-16.6* -0.7* 91.5^^^|CoinProp^-16.6* -0.7* 97.5^^^|NormalCar3^17.3* 0.0* 146.5^^^|ColorEggProp^0.1* 0.0* 172.5^^^|CoinProp^-8.4* -0.7* 208.6^^^|CoinProp^-8.4* -0.7* 214.6^^^|CoinProp^-8.4* -0.7* 220.6^^^|CoinProp^-8.4* -0.7* 226.6^^^|CoinProp^-8.4* -0.7* 232.6^^^|NormalCar8^-16.8* 0.0* 244.9^^^|RandomProp^0.0* 0.0* 268.0^^^0&0|RandomProp^-16.7* 0.0* 268.0^^^0&0|RandomProp^-8.7* 0.0* 268.0^^^0&0|RandomProp^8.3* 0.0* 268.0^^^0&0|RandomProp^16.6* 0.0* 268.0^^^0&0|CoinProp^-16.7* -0.8* 353.5^^^|CoinProp^-16.7* -0.8* 359.5^^^|CoinProp^-16.7* -0.8* 365.5^^^|CoinProp^-16.7* -0.8* 371.5^^^|CoinProp^-16.7* -0.8* 377.5^^^|NormalCar5^0.1* 0.0* 431.6^^^|RandomProp^-8.5* 0.0* 455.5^^^0&0|RandomProp^8.6* 0.0* 455.5^^^0&0|CoinProp^-8.3* -0.7* 483.1^^^|CoinProp^-8.3* -0.7* 489.1^^^|CoinProp^-8.3* -0.7* 495.1^^^|CoinProp^-8.3* -0.7* 501.1^^^|CoinProp^-8.3* -0.7* 507.1^^^|NormalCar1^8.4* 0.0* 572.4^^^|CoinProp^8.2* -0.8* 632.8^^^|CoinProp^8.2* -0.8* 638.8^^^|CoinProp^8.2* -0.8* 644.8^^^|CoinProp^8.2* -0.8* 650.8^^^|CoinProp^8.2* -0.8* 656.8^^^
1201,,,CoinProp^-0.3* -0.8* 82.7^^^|CoinProp^-0.3* -0.8* 88.7^^^|CoinProp^-0.3* -0.8* 94.7^^^|CoinProp^-0.3* -0.8* 100.7^^^|CoinProp^-0.3* -0.8* 106.7^^^|CoinBigProp^-0.3* -1.0* 117.7^^^|NormalCar1^-16.0* 0.0* 175.1^^^|RandomProp^-16.9* 0.0* 258.1^^^0&0|RandomProp^-8.7* 0.0* 258.1^^^0&0|RandomProp^0.0* 0.0* 258.1^^^0&0|RandomProp^8.8* 0.0* 258.1^^^0&0|RandomProp^16.7* 0.0* 258.1^^^0&0|CoinProp^-16.2* -0.7* 311.0^^^|CoinProp^-16.2* -0.7* 317.0^^^|CoinProp^-16.2* -0.7* 323.0^^^|CoinProp^-16.2* -0.7* 329.0^^^|CoinProp^-16.2* -0.7* 335.0^^^|ColorEggProp^-8.6* 0.0* 350.2^^^|NormalCar1^16.8* 0.0* 428.9^^^|RandomProp^0.0* 0.0* 489.4^^^0&0|RandomProp^16.2* 0.0* 489.4^^^0&0|RandomProp^-16.4* 0.0* 489.4^^^0&0|NormalCar5^-8.7* 0.0* 555.8^^^|CoinProp^-17.3* -0.7* 577.0^^^|CoinProp^-17.3* -0.7* 583.0^^^|CoinProp^-17.3* -0.7* 589.0^^^|CoinProp^-17.3* -0.7* 595.0^^^|CoinProp^-17.3* -0.7* 601.0^^^|RandomProp^-8.6* 0.0* 713.5^^^0&0|RandomProp^8.5* 0.0* 713.5^^^0&0|NormalCar3^0.0* 0.0* 754.6^^^|CoinProp^-8.2* -0.8* 794.0^^^|CoinProp^-8.2* -0.8* 800.0^^^|CoinProp^-8.2* -0.8* 806.0^^^|CoinProp^-8.2* -0.8* 812.0^^^|CoinProp^-8.2* -0.8* 818.0^^^|CoinBigProp^-8.2* -1.0* 829.0^^^|CoinProp^-0.1* -0.7* 859.9^^^|CoinProp^-0.1* -0.7* 865.9^^^|CoinProp^-0.1* -0.7* 871.9^^^|CoinProp^-0.1* -0.7* 877.9^^^|CoinProp^-0.1* -0.7* 883.9^^^
1202,,,CoinProp^-16.8* -0.7* 43.5^^^|CoinProp^-16.8* -0.7* 49.5^^^|CoinProp^-16.8* -0.7* 55.5^^^|CoinProp^-16.8* -0.7* 61.5^^^|CoinProp^-16.8* -0.7* 67.5^^^|NormalCar7^-8.5* 0.0* 115.3^^^|RandomProp^0.0* 0.0* 167.3^^^0&0|RandomProp^8.4* 0.0* 167.3^^^0&0|RandomProp^16.7* 0.0* 167.3^^^0&0|RandomProp^-16.6* 0.0* 167.3^^^0&0|RandomProp^-8.2* 0.0* 167.3^^^0&0|NormalCar10^17.1* 0.0* 233.5^^^|CoinProp^-8.5* -0.7* 261.6^^^|CoinProp^-8.5* -0.7* 267.6^^^|CoinProp^-8.5* -0.7* 273.6^^^|CoinProp^-8.5* -0.7* 279.6^^^|CoinProp^-8.5* -0.7* 285.6^^^|CoinProp^8.5* -0.7* 411.5^^^|NormalCar1^-16.7* 0.0* 413.6^^^|CoinProp^8.5* -0.7* 417.5^^^|CoinProp^8.5* -0.7* 423.5^^^|CoinProp^8.5* -0.7* 429.5^^^|CoinProp^8.5* -0.7* 435.5^^^|RandomProp^-17.2* 0.0* 525.4^^^0&0|RandomProp^0.0* 0.0* 525.4^^^0&0|RandomProp^17.3* 0.0* 525.4^^^0&0|CoinProp^-8.3* -0.7* 566.2^^^|NormalCar3^17.1* 0.0* 571.3^^^|CoinProp^-8.3* -0.7* 572.2^^^|CoinProp^-8.3* -0.7* 578.2^^^|CoinProp^-8.3* -0.7* 584.2^^^|CoinProp^-8.3* -0.7* 590.2^^^|NormalCar5^0.0* 0.0* 698.8^^^|CoinProp^9.0* -0.8* 781.0^^^|CoinProp^9.0* -0.8* 787.0^^^|CoinProp^9.0* -0.8* 793.0^^^|CoinProp^9.0* -0.8* 799.0^^^|CoinProp^9.0* -0.8* 805.0^^^|CoinBigProp^9.0* -1.0* 816.0^^^
1203,,,CoinProp^0.0* -0.7* 39.3^^^|CoinProp^0.0* -0.7* 45.3^^^|CoinProp^0.0* -0.7* 51.3^^^|CoinProp^0.0* -0.7* 57.3^^^|CoinProp^0.0* -0.7* 63.3^^^|NormalCar10^-16.7* 0.0* 114.5^^^|RandomProp^16.4* 0.0* 156.8^^^0&0|RandomProp^-17.0* 0.0* 156.8^^^0&0|RandomProp^0.0* 0.0* 156.8^^^0&0|CoinProp^-8.5* -0.7* 191.5^^^|CoinProp^-8.5* -0.7* 197.5^^^|CoinProp^-8.5* -0.7* 203.5^^^|CoinProp^-8.5* -0.7* 209.5^^^|CoinProp^-8.5* -0.7* 215.5^^^|NormalCar3^8.6* 0.0* 222.6^^^|ColorEggProp^17.5* 0.0* 304.3^^^|NormalCar6^-17.0* 0.0* 321.0^^^|CoinProp^0.0* -0.8* 392.9^^^|CoinProp^0.0* -0.8* 398.9^^^|CoinProp^0.0* -0.8* 404.9^^^|CoinProp^0.0* -0.8* 410.9^^^|CoinProp^0.0* -0.8* 416.9^^^|CoinBigProp^0.0* -1.0* 427.9^^^|NormalCar5^-8.5* 0.0* 439.0^^^|RandomProp^0.0* 0.0* 479.6^^^0&0|RandomProp^16.7* 0.0* 479.6^^^0&0|RandomProp^-16.4* 0.0* 479.6^^^0&0|NormalCar3^17.0* 0.0* 539.1^^^|CoinProp^-8.5* -0.7* 617.5^^^|CoinProp^-8.5* -0.7* 623.5^^^|CoinProp^-8.5* -0.7* 629.5^^^|CoinProp^-8.5* -0.7* 635.5^^^|CoinProp^-8.5* -0.7* 641.5^^^|CoinProp^8.7* -0.8* 777.0^^^|CoinProp^8.7* -0.8* 783.0^^^|CoinProp^8.7* -0.8* 789.0^^^|CoinProp^8.7* -0.8* 795.0^^^|CoinProp^8.7* -0.8* 801.0^^^
1204,,,CoinProp^-16.4* -0.8* 29.6^^^|CoinProp^-16.4* -0.8* 35.6^^^|CoinProp^-16.4* -0.8* 41.6^^^|CoinProp^-16.4* -0.8* 47.6^^^|CoinProp^-16.4* -0.8* 53.6^^^|CoinBigProp^-16.4* -1.0* 64.6^^^|NormalCar5^17.3* 0.0* 113.0^^^|CoinProp^-0.1* -0.7* 120.2^^^|CoinProp^-0.1* -0.7* 126.2^^^|CoinProp^-0.1* -0.7* 132.2^^^|CoinProp^-0.1* -0.7* 138.2^^^|CoinProp^-0.1* -0.7* 144.2^^^|RandomProp^-8.4* 0.0* 180.1^^^0&0|RandomProp^0.0* 0.0* 180.1^^^0&0|RandomProp^8.3* 0.0* 180.1^^^0&0|RandomProp^16.7* 0.0* 180.1^^^0&0|RandomProp^-16.7* 0.0* 180.1^^^0&0|NormalCar1^0.0* 0.0* 216.1^^^|CoinProp^17.0* -0.8* 239.7^^^|CoinProp^17.0* -0.8* 245.7^^^|CoinProp^17.0* -0.8* 251.7^^^|CoinProp^17.0* -0.8* 257.7^^^|CoinProp^17.0* -0.8* 263.7^^^|CoinBigProp^17.0* -1.0* 274.7^^^|NormalCar10^-16.7* 0.0* 329.5^^^|CoinProp^-0.2* -0.7* 364.2^^^|CoinProp^-0.2* -0.7* 370.2^^^|CoinProp^-0.2* -0.7* 376.2^^^|CoinProp^-0.2* -0.7* 382.2^^^|CoinProp^-0.2* -0.7* 388.2^^^|NormalCar3^8.5* 0.0* 428.8^^^|CoinProp^-8.2* -0.7* 461.4^^^|CoinProp^-8.2* -0.7* 467.4^^^|CoinProp^-8.2* -0.7* 473.4^^^|CoinProp^-8.2* -0.7* 479.4^^^|CoinProp^-8.2* -0.7* 485.4^^^
1301,,,CoinProp^-8.3* -0.8* 74.5^^^|CoinProp^-8.3* -0.8* 80.5^^^|CoinProp^-8.3* -0.8* 86.5^^^|CoinProp^-8.3* -0.8* 92.5^^^|CoinProp^-8.3* -0.8* 98.5^^^|NormalCar1^8.5* 0.0* 127.8^^^|RandomProp^-8.5* 0.0* 193.1^^^0&0|RandomProp^0.0* 0.0* 193.1^^^0&0|RandomProp^8.3* 0.0* 193.1^^^0&0|RandomProp^17.0* 0.0* 193.1^^^0&0|RandomProp^-17.2* 0.0* 193.1^^^0&0|CoinProp^8.9* -0.8* 268.4^^^|CoinProp^8.9* -0.8* 274.4^^^|CoinProp^8.9* -0.8* 280.4^^^|CoinProp^8.9* -0.8* 286.4^^^|CoinProp^8.9* -0.8* 292.4^^^|NormalCar7^-16.9* 0.0* 335.3^^^|NormalCar3^8.5* 0.0* 342.6^^^|NormalCar1^17.9* 0.0* 480.9^^^|CoinProp^-16.7* -0.7* 525.1^^^|CoinProp^-16.7* -0.7* 531.1^^^|CoinProp^-16.7* -0.7* 537.1^^^|CoinProp^-16.7* -0.7* 543.1^^^|CoinProp^-16.7* -0.7* 549.1^^^|RandomProp^-8.5* 0.0* 575.9^^^0&0|RandomProp^8.5* 0.0* 575.9^^^0&0|NormalCar10^-17.0* 0.0* 670.8^^^|CoinProp^-8.6* -0.8* 765.7^^^|CoinProp^-8.6* -0.8* 771.7^^^|CoinProp^-8.6* -0.8* 777.7^^^|CoinProp^-8.6* -0.8* 783.7^^^|CoinProp^-8.6* -0.8* 789.7^^^|CoinBigProp^-8.6* -1.0* 800.7^^^|NormalCar3^8.3* 0.0* 839.1^^^|RandomProp^-17.2* 0.0* 886.9^^^0&0|RandomProp^0.0* 0.0* 886.9^^^0&0|RandomProp^15.9* 0.0* 886.9^^^0&0|NormalCar5^-8.4* 0.0* 949.3^^^|CoinProp^0.0* -0.7* 959.4^^^|CoinProp^0.0* -0.7* 965.4^^^|CoinProp^0.0* -0.7* 971.4^^^|CoinProp^0.0* -0.7* 977.4^^^|CoinProp^0.0* -0.7* 983.4^^^|CoinProp^8.8* -0.8* 1017.8^^^|CoinProp^8.8* -0.8* 1023.8^^^|CoinProp^8.8* -0.8* 1029.8^^^|CoinProp^8.8* -0.8* 1035.8^^^|CoinProp^8.8* -0.8* 1041.8^^^|NormalCar5^0.0* 0.0* 1120.2^^^|NormalCar1^17.3* 0.0* 1178.9^^^|CoinProp^-16.3* -0.8* 1207.7^^^|CoinProp^-16.3* -0.8* 1213.7^^^|CoinProp^-16.3* -0.8* 1219.7^^^|CoinProp^-16.3* -0.8* 1225.7^^^|CoinProp^-16.3* -0.8* 1231.7^^^
1302,,,CoinProp^-16.0* -0.8* 63.0^^^|CoinProp^-16.0* -0.8* 69.0^^^|CoinProp^-16.0* -0.8* 75.0^^^|CoinProp^-16.0* -0.8* 81.0^^^|CoinProp^-16.0* -0.8* 87.0^^^|NormalCar1^17.3* 0.0* 176.7^^^|ColorEggProp^-8.5* 0.0* 201.4^^^|CoinProp^8.5* -0.7* 203.3^^^|CoinProp^8.5* -0.7* 209.3^^^|CoinProp^8.5* -0.7* 215.3^^^|NormalCar1^-8.4* 0.0* 215.4^^^|CoinProp^8.5* -0.7* 221.3^^^|CoinProp^8.5* -0.7* 227.3^^^|RandomProp^-17.0* 0.0* 278.3^^^0&0|RandomProp^0.0* 0.0* 278.3^^^0&0|RandomProp^16.7* 0.0* 278.3^^^0&0|NormalCar3^-8.5* 0.0* 353.3^^^|CoinProp^-16.6* -0.8* 389.2^^^|CoinProp^-16.6* -0.8* 395.2^^^|CoinProp^-16.6* -0.8* 401.2^^^|CoinProp^-16.6* -0.8* 407.2^^^|CoinProp^-16.6* -0.8* 413.2^^^|NormalCar10^0.0* 0.0* 418.7^^^|CoinBigProp^-16.6* -1.0* 424.2^^^|RandomProp^7.8* 0.0* 493.6^^^0&0|RandomProp^15.6* 0.0* 493.6^^^0&0|RandomProp^-7.9* 0.0* 493.6^^^0&0|RandomProp^-16.3* 0.0* 493.6^^^0&0|RandomProp^0.0* 0.0* 493.6^^^0&0|CoinProp^0.0* -0.7* 525.1^^^|CoinProp^0.0* -0.7* 531.1^^^|CoinProp^0.0* -0.7* 537.1^^^|CoinProp^0.0* -0.7* 543.1^^^|CoinProp^0.0* -0.7* 549.1^^^|NormalCar8^17.0* 0.0* 585.0^^^|CoinProp^-16.3* -0.8* 668.3^^^|CoinProp^-16.3* -0.8* 674.3^^^|CoinProp^-16.3* -0.8* 680.3^^^|CoinProp^-16.3* -0.8* 686.3^^^|CoinProp^-16.3* -0.8* 692.3^^^|RandomProp^-17.2* 0.0* 772.1^^^0&0|RandomProp^0.0* 0.0* 772.1^^^0&0|RandomProp^16.7* 0.0* 772.1^^^0&0|NormalCar5^-8.5* 0.0* 825.3^^^|NormalCar3^17.0* 0.0* 868.3^^^|CoinProp^-0.3* -0.8* 885.8^^^|CoinProp^-0.3* -0.8* 891.8^^^|CoinProp^-0.3* -0.8* 897.8^^^|CoinProp^-0.3* -0.8* 903.8^^^|CoinProp^-0.3* -0.8* 909.8^^^|CoinBigProp^-0.3* -1.0* 920.8^^^
1303,,,CoinProp^-8.6* -0.7* 44.2^^^|CoinProp^-8.6* -0.7* 50.2^^^|CoinProp^-8.6* -0.7* 56.2^^^|CoinProp^-8.6* -0.7* 62.2^^^|CoinProp^-8.6* -0.7* 68.2^^^|NormalCar3^-8.7* 0.0* 98.0^^^|RandomProp^8.4* 0.0* 158.0^^^0&0|RandomProp^-8.4* 0.0* 158.0^^^0&0|RandomProp^0.0* 0.0* 169.0^^^0&0|RandomProp^16.5* 0.0* 169.0^^^0&0|RandomProp^-16.7* 0.0* 169.0^^^0&0|CoinProp^0.0* -0.7* 236.8^^^|CoinProp^0.0* -0.7* 242.8^^^|CoinProp^0.0* -0.7* 248.8^^^|CoinProp^0.0* -0.7* 254.8^^^|CoinProp^0.0* -0.7* 260.8^^^|NormalCar7^-8.5* 0.0* 280.0^^^|CoinProp^-8.8* -0.8* 294.0^^^|CoinProp^-8.8* -0.8* 300.0^^^|CoinProp^-8.8* -0.8* 306.0^^^|CoinProp^-8.8* -0.8* 312.0^^^|CoinProp^-8.8* -0.8* 318.0^^^|CoinBigProp^-8.8* -1.0* 329.0^^^|NormalCar10^16.7* 0.0* 393.8^^^|RandomProp^-16.8* 0.0* 410.4^^^0&0|RandomProp^0.0* 0.0* 410.4^^^0&0|RandomProp^17.0* 0.0* 410.4^^^0&0|NormalCar1^-8.3* 0.0* 518.2^^^|CoinProp^-16.1* -0.7* 530.0^^^|CoinProp^-16.1* -0.7* 536.0^^^|CoinProp^-16.1* -0.7* 542.0^^^|CoinProp^-16.1* -0.7* 548.0^^^|CoinProp^-16.1* -0.7* 554.0^^^|RandomProp^-8.6* 0.0* 605.9^^^0&0|RandomProp^8.6* 0.0* 605.9^^^0&0|NormalCar5^8.6* 0.0* 664.8^^^|NormalCar1^-8.6* 0.0* 693.0^^^|CoinProp^-0.2* -0.8* 715.8^^^|CoinProp^-0.2* -0.8* 721.8^^^|CoinProp^-0.2* -0.8* 727.8^^^|CoinProp^-0.2* -0.8* 733.8^^^|CoinProp^-0.2* -0.8* 739.8^^^|CoinBigProp^-0.2* -1.0* 750.8^^^|CoinProp^-8.4* -0.8* 931.1^^^|CoinProp^-8.4* -0.8* 937.1^^^|CoinProp^-8.4* -0.8* 943.1^^^|CoinProp^-8.4* -0.8* 949.1^^^|CoinProp^-8.4* -0.8* 955.1^^^|CoinProp^16.8* -0.8* 1160.9^^^|CoinProp^16.8* -0.8* 1166.9^^^|CoinProp^16.8* -0.8* 1172.9^^^|CoinProp^16.8* -0.8* 1178.9^^^|CoinProp^16.8* -0.8* 1184.9^^^
1304,,,CoinProp^-16.6* -0.8* 49.6^^^|CoinProp^-16.6* -0.8* 55.6^^^|CoinProp^-16.6* -0.8* 61.6^^^|CoinProp^-16.6* -0.8* 67.6^^^|CoinProp^-16.6* -0.8* 73.6^^^|CoinBigProp^-16.6* -1.0* 84.6^^^|NormalCar10^-16.9* 0.0* 109.9^^^|NormalCar1^0.0* 0.0* 152.4^^^|CoinProp^-8.5* -0.8* 174.6^^^|CoinProp^-8.5* -0.8* 180.6^^^|CoinProp^-8.5* -0.8* 186.6^^^|CoinProp^-8.5* -0.8* 192.6^^^|CoinProp^-8.5* -0.8* 198.6^^^|RandomProp^16.7* 0.0* 218.5^^^0&0|RandomProp^-16.6* 0.0* 218.5^^^0&0|RandomProp^0.0* 0.0* 218.5^^^0&0|ColorEggProp^8.8* 0.0* 304.5^^^|NormalCar1^17.0* 0.0* 307.4^^^|NormalCar3^-16.6* 0.0* 339.1^^^|CoinProp^-16.2* -0.8* 372.3^^^|CoinProp^-16.2* -0.8* 378.3^^^|CoinProp^-16.2* -0.8* 384.3^^^|CoinProp^-16.2* -0.8* 390.3^^^|CoinProp^16.6* -0.8* 392.3^^^|CoinProp^-16.2* -0.8* 396.3^^^|CoinProp^16.6* -0.8* 398.3^^^|CoinProp^16.6* -0.8* 404.3^^^|NormalCar7^0.0* 0.0* 407.3^^^|CoinProp^16.6* -0.8* 410.3^^^|CoinProp^16.6* -0.8* 416.3^^^|CoinBigProp^16.6* -1.0* 427.3^^^|RandomProp^17.0* 0.0* 506.3^^^0&0|RandomProp^-16.0* 0.0* 506.3^^^0&0|RandomProp^-8.2* 0.0* 506.3^^^0&0|RandomProp^0.0* 0.0* 506.3^^^0&0|RandomProp^8.2* 0.0* 506.3^^^0&0|NormalCar5^17.2* 0.0* 537.2^^^|CoinProp^0.1* -0.8* 622.3^^^|CoinProp^0.1* -0.8* 628.3^^^|CoinProp^0.1* -0.8* 634.3^^^|CoinProp^0.1* -0.8* 640.3^^^|CoinProp^0.1* -0.8* 646.3^^^|CoinProp^-16.2* -0.7* 648.2^^^|CoinProp^-16.2* -0.7* 654.2^^^|CoinBigProp^0.1* -1.0* 657.3^^^|CoinProp^-16.2* -0.7* 660.2^^^|CoinProp^-16.2* -0.7* 666.2^^^|CoinProp^-16.2* -0.7* 672.2^^^
1401,,,CoinProp^-8.9* -0.8* 52.0^^^|CoinProp^-8.9* -0.8* 58.0^^^|CoinProp^-8.9* -0.8* 64.0^^^|CoinProp^-8.9* -0.8* 70.0^^^|CoinProp^-8.9* -0.8* 76.0^^^|NormalCar8^17.1* 0.0* 110.9^^^|NormalCar3^-8.1* 0.0* 137.6^^^|RandomProp^8.1* 0.0* 184.2^^^0&0|RandomProp^16.7* 0.0* 184.2^^^0&0|RandomProp^-16.3* 0.0* 184.2^^^0&0|RandomProp^-8.5* 0.0* 184.2^^^0&0|RandomProp^0.0* 0.0* 184.2^^^0&0|CoinProp^8.5* -0.8* 253.8^^^|CoinProp^8.5* -0.8* 259.8^^^|CoinProp^8.5* -0.8* 265.8^^^|CoinProp^8.5* -0.8* 271.8^^^|CoinProp^8.5* -0.8* 277.8^^^|NormalCar10^0.0* 0.0* 307.6^^^|NormalCar5^17.3* 0.0* 371.7^^^|RandomProp^8.7* 0.0* 410.5^^^0&0|RandomProp^-8.1* 0.0* 410.5^^^0&0|CoinProp^-8.6* -0.8* 451.9^^^|CoinProp^-8.6* -0.8* 457.9^^^|CoinProp^-8.6* -0.8* 463.9^^^|CoinProp^-8.6* -0.8* 469.9^^^|CoinProp^-8.6* -0.8* 475.9^^^|CoinBigProp^-8.6* -1.0* 486.9^^^|NormalCar3^-8.5* 0.0* 606.9^^^|CoinProp^8.3* -0.7* 607.4^^^|CoinProp^8.3* -0.7* 613.4^^^|CoinProp^8.3* -0.7* 619.4^^^|CoinProp^8.3* -0.7* 625.4^^^|CoinProp^8.3* -0.7* 631.4^^^|CoinProp^-8.7* -0.7* 714.2^^^|CoinProp^-8.7* -0.7* 720.2^^^|CoinProp^-8.7* -0.7* 726.2^^^|CoinProp^8.9* -0.8* 728.3^^^|CoinProp^-8.7* -0.7* 732.2^^^|CoinProp^8.9* -0.8* 734.3^^^|CoinProp^-8.7* -0.7* 738.2^^^|CoinProp^8.9* -0.8* 740.3^^^|CoinProp^8.9* -0.8* 746.3^^^|CoinProp^8.9* -0.8* 752.3^^^
1402,,,CoinProp^-8.6* -0.8* 51.7^^^|CoinProp^-8.6* -0.8* 57.7^^^|CoinProp^-8.6* -0.8* 63.7^^^|CoinProp^-8.6* -0.8* 69.7^^^|CoinProp^-8.6* -0.8* 75.7^^^|CoinBigProp^-8.6* -1.0* 86.7^^^|NormalCar8^-8.4* 0.0* 137.2^^^|RandomProp^16.7* 0.0* 173.1^^^0&0|RandomProp^-16.4* 0.0* 173.1^^^0&0|RandomProp^0.0* 0.0* 173.1^^^0&0|NormalCar10^17.1* 0.0* 212.6^^^|CoinProp^8.5* -0.7* 234.9^^^|CoinProp^8.5* -0.7* 240.9^^^|CoinProp^8.5* -0.7* 246.9^^^|CoinProp^8.5* -0.7* 252.9^^^|CoinProp^8.5* -0.7* 258.9^^^|ColorEggProp^0.0* 0.0* 276.0^^^|CoinProp^-16.5* -0.8* 395.0^^^|CoinProp^-16.5* -0.8* 401.0^^^|CoinProp^-16.5* -0.8* 407.0^^^|NormalCar3^17.6* 0.0* 411.6^^^|CoinProp^-16.5* -0.8* 413.0^^^|CoinProp^-16.5* -0.8* 419.0^^^|CoinBigProp^-16.5* -1.0* 430.0^^^|NormalCar5^-16.7* 0.0* 474.3^^^|RandomProp^17.1* 0.0* 502.0^^^0&0|RandomProp^-8.3* 0.0* 502.0^^^0&0|RandomProp^-17.2* 0.0* 502.0^^^0&0|RandomProp^8.5* 0.0* 502.0^^^0&0|RandomProp^0.0* 0.0* 502.0^^^0&0|NormalCar1^-8.2* 0.0* 573.3^^^|CoinProp^-16.5* -0.8* 628.0^^^|CoinProp^8.4* -0.7* 629.2^^^|CoinProp^-16.5* -0.8* 634.0^^^|CoinProp^8.4* -0.7* 635.2^^^|CoinProp^-16.5* -0.8* 640.0^^^|CoinProp^8.4* -0.7* 641.2^^^|CoinProp^-16.5* -0.8* 646.0^^^|CoinProp^8.4* -0.7* 647.2^^^|CoinProp^-16.5* -0.8* 652.0^^^|CoinProp^8.4* -0.7* 653.2^^^
1403,,,CoinProp^-16.9* -0.7* 51.5^^^|CoinProp^-16.9* -0.7* 57.5^^^|CoinProp^-16.9* -0.7* 63.5^^^|CoinProp^-16.9* -0.7* 69.5^^^|CoinProp^-16.9* -0.7* 75.5^^^|NormalCar3^-8.3* 0.0* 100.3^^^|NormalCar10^16.8* 0.0* 132.8^^^|RandomProp^-16.8* 0.0* 150.9^^^0&0|RandomProp^17.1* 0.0* 151.2^^^0&0|RandomProp^-8.9* 0.0* 159.2^^^0&0|RandomProp^8.3* 0.0* 159.4^^^0&0|RandomProp^0.0* 0.0* 167.5^^^0&0|CoinProp^-8.8* -0.8* 195.7^^^|CoinProp^-8.8* -0.8* 201.7^^^|CoinProp^-8.8* -0.8* 207.7^^^|CoinProp^-8.8* -0.8* 213.7^^^|CoinProp^-8.8* -0.8* 219.7^^^|ColorEggProp^8.4* 0.0* 225.8^^^|NormalCar3^8.3* 0.0* 272.5^^^|CoinProp^0.0* -0.8* 333.6^^^|CoinProp^0.0* -0.8* 339.6^^^|NormalCar1^-16.8* 0.0* 344.4^^^|CoinProp^0.0* -0.8* 345.6^^^|CoinProp^0.0* -0.8* 351.6^^^|CoinProp^0.0* -0.8* 357.6^^^|NormalCar7^16.9* 0.0* 395.7^^^|RandomProp^0.0* 0.0* 422.2^^^0&0|RandomProp^-16.7* 0.0* 422.2^^^0&0|RandomProp^16.4* 0.0* 422.2^^^0&0|CoinProp^-16.3* -0.7* 478.6^^^|NormalCar5^0.0* 0.0* 479.2^^^|CoinProp^-16.3* -0.7* 484.6^^^|CoinProp^-16.3* -0.7* 490.6^^^|CoinProp^17.7* -0.8* 492.7^^^|CoinProp^-16.3* -0.7* 496.6^^^|CoinProp^17.7* -0.8* 498.7^^^|CoinProp^-16.3* -0.7* 502.6^^^|CoinProp^17.7* -0.8* 504.7^^^|CoinProp^17.7* -0.8* 510.7^^^|CoinProp^17.7* -0.8* 516.7^^^|CoinBigProp^17.7* -1.0* 527.7^^^|CoinProp^0.4* -0.7* 558.6^^^|CoinProp^0.4* -0.7* 564.6^^^|CoinProp^0.4* -0.7* 570.6^^^|CoinProp^0.4* -0.7* 576.6^^^|CoinProp^0.4* -0.7* 582.6^^^
1404,,,CoinProp^-16.9* -0.7* 55.1^^^|CoinProp^-16.9* -0.7* 61.1^^^|CoinProp^-16.9* -0.7* 67.1^^^|CoinProp^-16.9* -0.7* 73.1^^^|CoinProp^-16.9* -0.7* 79.1^^^|NormalCar1^17.1* 0.0* 117.7^^^|RandomProp^-8.4* 0.0* 177.3^^^0&0|RandomProp^0.0* 0.0* 177.3^^^0&0|RandomProp^8.1* 0.0* 177.3^^^0&0|RandomProp^16.7* 0.0* 177.3^^^0&0|RandomProp^-16.1* 0.0* 177.3^^^0&0|CoinProp^-16.4* -0.7* 231.4^^^|CoinProp^-16.4* -0.7* 237.4^^^|CoinProp^-16.4* -0.7* 243.4^^^|CoinProp^-16.4* -0.7* 249.4^^^|CoinProp^-16.4* -0.7* 255.4^^^|NormalCar10^-17.3* 0.0* 299.8^^^|NormalCar1^8.5* 0.0* 357.0^^^|CoinProp^0.4* -0.7* 376.9^^^|CoinProp^0.4* -0.7* 382.9^^^|CoinProp^0.4* -0.7* 388.9^^^|CoinProp^0.4* -0.7* 394.9^^^|CoinProp^0.4* -0.7* 400.9^^^|RandomProp^16.5* 0.0* 457.2^^^0&0|RandomProp^-16.5* 0.0* 457.2^^^0&0|RandomProp^0.0* 0.0* 457.2^^^0&0|NormalCar5^17.1* 0.0* 503.4^^^|CoinProp^8.6* -0.8* 600.0^^^|CoinProp^8.6* -0.8* 606.0^^^|CoinProp^8.6* -0.8* 612.0^^^|CoinProp^8.6* -0.8* 618.0^^^|CoinProp^8.6* -0.8* 624.0^^^
